Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Fake Mole Expired;2021-11-10 14:59:25.5071;39904;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184052.228242;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;511.1768;118.8232;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;1.6320;5.3060;-2.6967;-0.2180;4.7560;0.2861;5.0000;0105;0386;1;5;0.0000;0.4444;0.0918;1.4962;0.3177;323.2479;340.5768;35.4188;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0199;1.7037;-0.0491;353.3572;355.2241;4.8715;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0115;2.8105;6.0637;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;5.0000;-0.2664446;0.598354;0.7556321;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:59:25.5110;39904;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184052.231805;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;511.1768;118.8232;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4165;5.0000;0408;0386;4;8;0.3333;0.7778;0.0918;1.4962;0.3177;323.2479;340.5768;35.4188;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0199;1.7037;-0.0491;353.3572;355.2241;4.8715;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0115;2.8105;6.0637;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;5.0000;-0.2664446;0.598354;0.7556321;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:59:25.5140;39904;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184052.235263;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;511.1768;118.8232;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;0.3635;5.0000;0806;0387;8;6;0.7778;0.5556;0.0918;1.4962;0.3177;323.2479;340.5768;35.4188;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0199;1.7037;-0.0491;353.3572;355.2241;4.8715;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0115;2.8105;6.0637;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;NULL;-0.2664446;0.598354;0.7556321;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:59:25.5170;39904;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184052.237894;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;511.1768;118.8232;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0387;1;9;0.0000;0.8889;0.0918;1.4962;0.3177;323.2479;340.5768;35.4188;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0199;1.7037;-0.0491;353.3572;355.2241;4.8715;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.0115;2.8105;6.0637;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;NULL;-0.2664446;0.598354;0.7556321;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:59:26.8192;39948;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.3187;184053.541301;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;512.4954;117.5046;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.4377436;0.5387499;0.7198119;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:59:26.8232;39948;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184053.542898;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;512.4954;117.5046;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;0.3449;5.0000;0806;0387;8;6;0.7778;0.5556;0.4347;1.4044;0.2911;327.4014;31.3053;22.3576;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0063;1.7026;-0.0471;355.4344;9.3277;3.2306;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5886;1.9744;5.9865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;1.3186;0.4377436;0.5387499;0.7198119;-0.0782;-0.0936;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:59:26.8261;39948;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184053.547781;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;512.4954;117.5046;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;3.3171;4.9622;-2.6967;1.4671;4.4122;0.3927;5.0000;0109;0387;1;9;0.0000;0.8889;0.4347;1.4044;0.2911;327.4014;31.3053;22.3576;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0063;1.7026;-0.0471;355.4344;9.3277;3.2306;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5886;1.9744;5.9865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;5.0000;0.4377436;0.5387499;0.7198119;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:59:26.8301;39948;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184053.550785;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;512.4954;117.5046;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;0.3449;5.0000;0806;0387;8;6;0.7778;0.5556;0.4347;1.4044;0.2911;327.4014;31.3053;22.3576;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0063;1.7026;-0.0471;355.4344;9.3277;3.2306;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5886;1.9744;5.9865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;5.0000;0.4377436;0.5387499;0.7198119;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:59:26.8331;39948;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184053.553589;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;512.4954;117.5046;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.3771;5.0000;0804;0388;8;4;0.7778;0.3333;0.4347;1.4044;0.2911;327.4014;31.3053;22.3576;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0063;1.7026;-0.0471;355.4344;9.3277;3.2306;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5886;1.9744;5.9865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;NULL;0.4377436;0.5387499;0.7198119;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:59:26.8361;39948;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184053.556766;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;512.4954;117.5046;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4165;5.0000;0408;0388;4;8;0.3333;0.7778;0.4347;1.4044;0.2911;327.4014;31.3053;22.3576;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0063;1.7026;-0.0471;355.4344;9.3277;3.2306;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5886;1.9744;5.9865;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;NULL;0.4377436;0.5387499;0.7198119;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:59:27.7998;39978;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9812;184054.522294;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;513.4805;116.5196;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.507551;0.3202275;0.799904;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:59:27.8028;39978;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184054.5238;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;513.4805;116.5196;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.3775;5.0000;0804;0388;8;4;0.7778;0.3333;0.4407;1.3150;0.2892;341.3233;32.3957;24.0288;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0040;1.6986;-0.0298;357.5716;5.5842;4.3883;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5712;1.2176;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.9850;0.507551;0.3202275;0.799904;-0.0956;0.0173;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:59:27.8068;39978;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184054.527779;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;513.4805;116.5196;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4165;5.0000;0408;0388;4;8;0.3333;0.7778;0.4407;1.3150;0.2892;341.3233;32.3957;24.0288;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0040;1.6986;-0.0298;357.5716;5.5842;4.3883;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5712;1.2176;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;5.0000;0.507551;0.3202275;0.799904;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:59:27.8107;39978;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184054.53129;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;513.4805;116.5196;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.3775;5.0000;0804;0388;8;4;0.7778;0.3333;0.4407;1.3150;0.2892;341.3233;32.3957;24.0288;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0040;1.6986;-0.0298;357.5716;5.5842;4.3883;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5712;1.2176;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;5.0000;0.507551;0.3202275;0.799904;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:59:27.8137;39978;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184054.534835;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;513.4805;116.5196;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4309;5.0000;0402;0389;4;2;0.3333;0.1111;0.4407;1.3150;0.2892;341.3233;32.3957;24.0288;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0040;1.6986;-0.0298;357.5716;5.5842;4.3883;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5712;1.2176;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;NULL;0.507551;0.3202275;0.799904;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:59:27.8167;39978;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184054.537478;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;513.4805;116.5196;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3626;5.0000;0204;0389;2;4;0.1111;0.3333;0.4407;1.3150;0.2892;341.3233;32.3957;24.0288;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0040;1.6986;-0.0298;357.5716;5.5842;4.3883;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5712;1.2176;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;NULL;0.507551;0.3202275;0.799904;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:59:28.7514;40008;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9500;184055.472999;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;514.4255;115.5745;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.3006403;0.03269171;0.9531772;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:59:28.7563;40008;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184055.47464;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;514.4255;115.5745;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4257;5.0000;0402;0389;4;2;0.3333;0.1111;0.0945;1.2203;0.3156;358.1266;342.4943;27.8014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0216;1.6974;-0.0285;358.7889;353.5721;6.4335;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9618;0.4128;5.8860;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.9451;-0.3006403;0.03269171;0.9531772;0.0683;0.0299;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:59:28.7603;40008;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184055.480661;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;514.4255;115.5745;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3626;5.0000;0204;0389;2;4;0.1111;0.3333;0.0945;1.2203;0.3156;358.1266;342.4943;27.8014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0216;1.6974;-0.0285;358.7889;353.5721;6.4335;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9618;0.4128;5.8860;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;5.0000;-0.3006403;0.03269171;0.9531772;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:59:28.7643;40008;2edc98103cc5e0d95f705dd1254493c8;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;184055.485239;183272.231020855;0020211110145054;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;514.4255;115.5745;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4257;5.0000;0402;0389;4;2;0.3333;0.1111;0.0945;1.2203;0.3156;358.1266;342.4943;27.8014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0216;1.6974;-0.0285;358.7889;353.5721;6.4335;0.0000;0.0000;0.0000;-0.6696;0.4665;-0.2290;0.0000;177.4505;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.9618;0.4128;5.8860;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;5.0000;-0.3006403;0.03269171;0.9531772;NULL;NULL;NULL;NULL;NULL;NULL;NULL
